codigo,prov,dpto,frac,rad,varon,mujer,total
141401009,14,140,10,9,302,337,639
141401010,14,140,10,10,413,432,845
141401011,14,140,10,11,424,460,884
141401012,14,140,10,12,485,557,1042
141401013,14,140,10,13,189,219,408
141401014,14,140,10,14,298,327,625
141401015,14,140,10,15,388,418,806
141401016,14,140,10,16,448,525,973
141401017,14,140,10,17,507,530,1037
141401101,14,140,11,1,240,213,453
141401102,14,140,11,2,358,326,684
141401103,14,140,11,3,499,520,1019
141401104,14,140,11,4,261,325,586
141401105,14,140,11,5,368,408,776
141401106,14,140,11,6,260,280,540
141401107,14,140,11,7,253,279,532
141401108,14,140,11,8,740,788,1528
141401109,14,140,11,9,400,398,798
141401110,14,140,11,10,394,439,833
141401111,14,140,11,11,279,337,616
141401112,14,140,11,12,220,299,519
141401113,14,140,11,13,359,386,745
141401114,14,140,11,14,311,389,700
141401115,14,140,11,15,235,273,508
141401116,14,140,11,16,217,270,487
141401117,14,140,11,17,214,269,483
141401118,14,140,11,18,341,422,763
141401119,14,140,11,19,368,417,785
141401120,14,140,11,20,461,512,973
141401121,14,140,11,21,470,493,963
141401201,14,140,12,1,325,334,659
141401202,14,140,12,2,246,258,504
141401203,14,140,12,3,493,458,951
141401204,14,140,12,4,392,371,763
141401205,14,140,12,5,643,664,1307
141401206,14,140,12,6,728,728,1456
141401207,14,140,12,7,407,427,834
141401208,14,140,12,8,381,399,780
141401209,14,140,12,9,337,364,701
141401210,14,140,12,10,576,584,1160
141401211,14,140,12,11,628,625,1253
141401212,14,140,12,12,480,550,1030
141401213,14,140,12,13,348,401,749
141401214,14,140,12,14,261,295,556
141401215,14,140,12,15,260,307,567
141401216,14,140,12,16,255,331,586
141401217,14,140,12,17,246,343,589
141401218,14,140,12,18,216,281,497
141401219,14,140,12,19,363,345,708
141401301,14,140,13,1,316,383,699
141401302,14,140,13,2,274,286,560
141401303,14,140,13,3,249,272,521
141401304,14,140,13,4,339,354,693
141401305,14,140,13,5,353,418,771
141401306,14,140,13,6,305,345,650
141401307,14,140,13,7,271,273,544
141401308,14,140,13,8,227,262,489
141401309,14,140,13,9,286,305,591
141401310,14,140,13,10,284,329,613
141401311,14,140,13,11,271,331,602
141401312,14,140,13,12,305,313,618
141401313,14,140,13,13,375,392,767
141401314,14,140,13,14,257,294,551
141401315,14,140,13,15,629,601,1230
141401316,14,140,13,16,395,437,832
141401317,14,140,13,17,636,635,1271
141401318,14,140,13,18,388,406,794
141401401,14,140,14,1,805,541,1346
141401402,14,140,14,2,410,384,794
141401403,14,140,14,3,359,334,693
141401404,14,140,14,4,291,342,633
141401405,14,140,14,5,330,395,725
141401406,14,140,14,6,237,253,490
141401407,14,140,14,7,243,282,525
141401408,14,140,14,8,212,252,464
141401409,14,140,14,9,213,245,458
141401410,14,140,14,10,220,259,479
141401411,14,140,14,11,309,323,632
141401412,14,140,14,12,463,494,957
141401413,14,140,14,13,569,607,1176
141401414,14,140,14,14,629,725,1354
141401415,14,140,14,15,458,495,953
141401416,14,140,14,16,437,477,914
141401417,14,140,14,17,330,384,714
141401418,14,140,14,18,392,484,876
141401419,14,140,14,19,529,509,1038
141401420,14,140,14,20,291,320,611
141401421,14,140,14,21,346,343,689
141401422,14,140,14,22,299,326,625
141401423,14,140,14,23,435,432,867
141401501,14,140,15,1,145,116,261
141401502,14,140,15,2,115,80,195
141401503,14,140,15,3,118,108,226
141401504,14,140,15,4,196,153,349
141401505,14,140,15,5,180,139,319
141401506,14,140,15,6,93,79,172
141401507,14,140,15,7,363,387,750
141401508,14,140,15,8,287,276,563
141401509,14,140,15,9,325,356,681
141401510,14,140,15,10,435,478,913
141401511,14,140,15,11,369,423,792
141401512,14,140,15,12,467,468,935
141401513,14,140,15,13,701,722,1423
141401514,14,140,15,14,190,174,364
141401515,14,140,15,15,156,158,314
141401601,14,140,16,1,82,54,136
141401602,14,140,16,2,114,96,210
141401603,14,140,16,3,100,72,172
141401604,14,140,16,4,19,18,37
141401605,14,140,16,5,176,151,327
141401606,14,140,16,6,171,136,307
141401607,14,140,16,7,292,328,620
141401608,14,140,16,8,544,582,1126
141401609,14,140,16,9,377,373,750
141401610,14,140,16,10,573,564,1137
141401611,14,140,16,11,458,488,946
141401612,14,140,16,12,319,358,677
141401613,14,140,16,13,264,281,545
141401614,14,140,16,14,475,486,961
141401615,14,140,16,15,345,342,687
141401701,14,140,17,1,123,94,217
141401702,14,140,17,2,153,126,279
141401703,14,140,17,3,72,60,132
141401704,14,140,17,4,47,34,81
141401705,14,140,17,5,175,138,313
141401706,14,140,17,6,98,86,184
141401707,14,140,17,7,42,30,72
141401708,14,140,17,8,178,110,288
141401709,14,140,17,9,181,181,362
141401710,14,140,17,10,144,103,247
141401711,14,140,17,11,638,653,1291
141401712,14,140,17,12,285,313,598
141401713,14,140,17,13,208,238,446
141401714,14,140,17,14,475,549,1024
141401715,14,140,17,15,538,511,1049
141401716,14,140,17,16,323,323,646
141401717,14,140,17,17,417,392,809
141401718,14,140,17,18,155,136,291
141401719,14,140,17,19,400,385,785
141401720,14,140,17,20,261,274,535
141401801,14,140,18,1,311,334,645
141401802,14,140,18,2,442,417,859
141401803,14,140,18,3,325,345,670
141401804,14,140,18,4,346,376,722
141401805,14,140,18,5,391,384,775
141401806,14,140,18,6,455,483,938
141401807,14,140,18,7,281,317,598
141401808,14,140,18,8,378,436,814
141401809,14,140,18,9,323,398,721
141401810,14,140,18,10,225,272,497
141401811,14,140,18,11,322,366,688
141401812,14,140,18,12,352,357,709
141401901,14,140,19,1,561,568,1129
141401902,14,140,19,2,261,334,595
141401903,14,140,19,3,183,222,405
141401904,14,140,19,4,217,255,472
141401905,14,140,19,5,236,245,481
141401906,14,140,19,6,268,329,597
141401907,14,140,19,7,273,320,593
141401908,14,140,19,8,269,283,552
141401909,14,140,19,9,441,435,876
141401910,14,140,19,10,599,636,1235
141401911,14,140,19,11,319,348,667
141470101,14,147,1,1,48,43,91
141470102,14,147,1,2,354,322,676
141470103,14,147,1,3,315,305,620
141470104,14,147,1,4,571,564,1135
141470105,14,147,1,5,590,652,1242
141470106,14,147,1,6,438,457,895
141470107,14,147,1,7,582,621,1203
141470108,14,147,1,8,346,337,683
141470109,14,147,1,9,800,797,1597
141470110,14,147,1,10,607,677,1284
141470111,14,147,1,11,496,520,1016
141470112,14,147,1,12,339,403,742
141470113,14,147,1,13,357,392,749
141470114,14,147,1,14,547,518,1065
141470201,14,147,2,1,286,270,556
141470202,14,147,2,2,916,906,1822
141470203,14,147,2,3,2483,307,2790
141470204,14,147,2,4,417,353,770
141470205,14,147,2,5,729,556,1285
141470206,14,147,2,6,96,82,178
141470207,14,147,2,7,586,564,1150
141470208,14,147,2,8,480,462,942
141470209,14,147,2,9,407,434,841
141470210,14,147,2,10,712,713,1425
141470211,14,147,2,11,384,407,791
141470212,14,147,2,12,367,372,739
141470213,14,147,2,13,429,459,888
141470301,14,147,3,1,77,43,120
141470302,14,147,3,2,203,168,371
141470303,14,147,3,3,227,182,409
141470304,14,147,3,4,211,223,434
141470305,14,147,3,5,139,119,258
141470306,14,147,3,6,37,30,67
141470307,14,147,3,7,250,244,494
141470308,14,147,3,8,676,648,1324
141470309,14,147,3,9,418,447,865
141470310,14,147,3,10,486,481,967
141470311,14,147,3,11,330,315,645
141470312,14,147,3,12,287,272,559
141470313,14,147,3,13,198,218,416
141470314,14,147,3,14,191,198,389
141470401,14,147,4,1,102,93,195
141470402,14,147,4,2,59,54,113
141470403,14,147,4,3,122,93,215
141470404,14,147,4,4,19,13,32
141470405,14,147,4,5,262,293,555
141470406,14,147,4,6,232,249,481
141470407,14,147,4,7,463,536,999
141470408,14,147,4,8,479,533,1012
141470409,14,147,4,9,253,278,531
141470410,14,147,4,10,380,412,792
141470411,14,147,4,11,324,394,718
141470412,14,147,4,12,594,631,1225
141470413,14,147,4,13,273,245,518
141470501,14,147,5,1,52,39,91
141470502,14,147,5,2,47,34,81
141470503,14,147,5,3,66,57,123
141470504,14,147,5,4,99,50,149
141470505,14,147,5,5,36,24,60
141470506,14,147,5,6,23,17,40
141470507,14,147,5,7,160,177,337
141470508,14,147,5,8,344,332,676
141470601,14,147,6,1,237,212,449
141470602,14,147,6,2,247,190,437
141470603,14,147,6,3,218,212,430
141470604,14,147,6,4,178,184,362
141470605,14,147,6,5,135,135,270
141470606,14,147,6,6,242,272,514
141470607,14,147,6,7,163,200,363
141470608,14,147,6,8,247,240,487
141470609,14,147,6,9,209,210,419
141470610,14,147,6,10,227,256,483
141470701,14,147,7,1,57,39,96
141470702,14,147,7,2,39,15,54
141470703,14,147,7,3,24,21,45
141470704,14,147,7,4,104,55,159
141470705,14,147,7,5,5,4,9
141470706,14,147,7,6,53,45,98
141470707,14,147,7,7,56,51,107
141470708,14,147,7,8,87,47,134
141470709,14,147,7,9,90,98,188
141470710,14,147,7,10,164,158,322
141470711,14,147,7,11,160,144,304
141470712,14,147,7,12,108,95,203
141470713,14,147,7,13,84,63,147
141470714,14,147,7,14,273,259,532
141470801,14,147,8,1,447,474,921
141470802,14,147,8,2,583,622,1205
141470803,14,147,8,3,688,659,1347
141470804,14,147,8,4,444,477,921
141470805,14,147,8,5,824,933,1757
141470806,14,147,8,6,667,718,1385
141470807,14,147,8,7,507,542,1049
141470808,14,147,8,8,400,470,870
141470809,14,147,8,9,317,368,685
141470810,14,147,8,10,230,276,506
141470811,14,147,8,11,329,355,684
141470812,14,147,8,12,597,606,1203
141470813,14,147,8,13,303,387,690
141470814,14,147,8,14,325,384,709
141470815,14,147,8,15,297,363,660
141470816,14,147,8,16,206,275,481
141470817,14,147,8,17,133,156,289
141470901,14,147,9,1,615,601,1216
141470902,14,147,9,2,810,828,1638
141470903,14,147,9,3,708,768,1476
141470904,14,147,9,4,361,372,733
141470905,14,147,9,5,365,399,764
141470906,14,147,9,6,527,582,1109
141470907,14,147,9,7,232,281,513
141470908,14,147,9,8,467,503,970
141470909,14,147,9,9,269,321,590
141470910,14,147,9,10,293,355,648
141470911,14,147,9,11,303,327,630
141470912,14,147,9,12,585,653,1238
141470913,14,147,9,13,581,655,1236
141470914,14,147,9,14,324,373,697
141470915,14,147,9,15,335,460,795
141470916,14,147,9,16,353,390,743
141470917,14,147,9,17,316,334,650
141470918,14,147,9,18,389,414,803
141470919,14,147,9,19,478,511,989
141471001,14,147,10,1,325,331,656
141471002,14,147,10,2,432,463,895
141471003,14,147,10,3,229,349,578
141471004,14,147,10,4,296,344,640
141471005,14,147,10,5,399,482,881
141471006,14,147,10,6,289,311,600
141471007,14,147,10,7,317,409,726
141471008,14,147,10,8,577,631,1208
141471009,14,147,10,9,391,404,795
141471010,14,147,10,10,588,678,1266
141471011,14,147,10,11,788,786,1574
141471012,14,147,10,12,514,545,1059
141471013,14,147,10,13,528,520,1048
141471014,14,147,10,14,820,772,1592
141471015,14,147,10,15,921,901,1822
141540101,14,154,1,1,55,36,91
141540102,14,154,1,2,81,64,145
141540103,14,154,1,3,181,156,337
141540104,14,154,1,4,178,175,353
141540105,14,154,1,5,43,16,59
141540106,14,154,1,6,13,6,19
141540107,14,154,1,7,60,50,110
141540201,14,154,2,1,95,81,176
141540202,14,154,2,2,14,7,21
141540203,14,154,2,3,44,46,90
141540204,14,154,2,4,176,107,283
141540205,14,154,2,5,50,28,78
141540206,14,154,2,6,38,38,76
141540207,14,154,2,7,56,43,99
141540208,14,154,2,8,61,55,116
141540209,14,154,2,9,267,302,569
141540210,14,154,2,10,363,381,744
141540211,14,154,2,11,466,477,943
141540212,14,154,2,12,137,145,282
141610101,14,161,1,1,41,41,82
141610102,14,161,1,2,58,67,125
141610103,14,161,1,3,86,68,154
141610104,14,161,1,4,136,102,238
141610105,14,161,1,5,134,102,236
141610106,14,161,1,6,43,37,80
141610107,14,161,1,7,59,43,102
141610108,14,161,1,8,61,47,108
141610109,14,161,1,9,67,64,131
141610110,14,161,1,10,106,84,190
141610111,14,161,1,11,62,39,101
141610112,14,161,1,12,437,429,866
141610113,14,161,1,13,412,449,861
141610114,14,161,1,14,245,250,495
141610115,14,161,1,15,284,275,559
141610116,14,161,1,16,348,407,755
141610117,14,161,1,17,469,477,946
141610201,14,161,2,1,71,63,134
141610202,14,161,2,2,70,54,124
141610203,14,161,2,3,33,24,57
141610204,14,161,2,4,38,34,72
141610205,14,161,2,5,30,22,52
141610206,14,161,2,6,56,47,103
141610207,14,161,2,7,342,338,680
141610208,14,161,2,8,331,384,715
141610209,14,161,2,9,353,392,745
141610210,14,161,2,10,266,322,588
141610211,14,161,2,11,290,341,631
141610212,14,161,2,12,299,284,583
141610213,14,161,2,13,323,346,669
141610214,14,161,2,14,353,334,687
141610215,14,161,2,15,280,277,557
141610216,14,161,2,16,327,324,651
141610301,14,161,3,1,158,121,279
141610302,14,161,3,2,569,330,899
141610303,14,161,3,3,81,65,146
141610304,14,161,3,4,179,143,322
141610305,14,161,3,5,235,215,450
141610306,14,161,3,6,426,456,882
141610307,14,161,3,7,514,527,1041
141610308,14,161,3,8,268,315,583
141610309,14,161,3,9,326,325,651
141610310,14,161,3,10,448,494,942
141610311,14,161,3,11,269,289,558
141610312,14,161,3,12,218,235,453
141610313,14,161,3,13,241,267,508
141610401,14,161,4,1,91,82,173
141610402,14,161,4,2,68,65,133
141610403,14,161,4,3,47,30,77
141610404,14,161,4,4,67,53,120
141610405,14,161,4,5,139,110,249
141610406,14,161,4,6,91,78,169
141610407,14,161,4,7,138,109,247
141610408,14,161,4,8,31,21,52
141610409,14,161,4,9,90,76,166
141610410,14,161,4,10,116,88,204
141610411,14,161,4,11,149,164,313
141610412,14,161,4,12,404,371,775
141610413,14,161,4,13,349,373,722
141610501,14,161,5,1,38,37,75
141610502,14,161,5,2,41,36,77
141610503,14,161,5,3,156,129,285
141610504,14,161,5,4,41,40,81
141610505,14,161,5,5,79,58,137
141610506,14,161,5,6,420,370,790
141610507,14,161,5,7,562,521,1083
141610508,14,161,5,8,277,296,573
141610509,14,161,5,9,363,392,755
141610510,14,161,5,10,258,275,533
141610511,14,161,5,11,348,359,707
141610512,14,161,5,12,324,319,643
141610601,14,161,6,1,393,386,779
141610602,14,161,6,2,474,505,979
141610603,14,161,6,3,550,597,1147
141610604,14,161,6,4,464,467,931
141610605,14,161,6,5,314,315,629
141610606,14,161,6,6,482,513,995
141610607,14,161,6,7,441,498,939
141610608,14,161,6,8,276,310,586
141610609,14,161,6,9,305,339,644
141610610,14,161,6,10,385,387,772
141610611,14,161,6,11,319,370,689
141610612,14,161,6,12,305,380,685
141610613,14,161,6,13,457,430,887
141610614,14,161,6,14,391,369,760
141610701,14,161,7,1,327,365,692
141610702,14,161,7,2,261,279,540
141610703,14,161,7,3,389,470,859
141610704,14,161,7,4,198,244,442
141610705,14,161,7,5,208,245,453
141610706,14,161,7,6,371,429,800
141610707,14,161,7,7,321,345,666
141610708,14,161,7,8,433,458,891
141610709,14,161,7,9,406,460,866
141610710,14,161,7,10,325,374,699
141610711,14,161,7,11,269,294,563
141610712,14,161,7,12,535,560,1095
141610713,14,161,7,13,432,510,942
141610714,14,161,7,14,390,470,860
141610715,14,161,7,15,617,687,1304
141610801,14,161,8,1,324,392,716
141610802,14,161,8,2,200,206,406
141610803,14,161,8,3,243,293,536
141610804,14,161,8,4,226,266,492
141610805,14,161,8,5,184,202,386
141610806,14,161,8,6,266,259,525
141610807,14,161,8,7,419,424,843
141610808,14,161,8,8,294,339,633
141610809,14,161,8,9,244,257,501
141610810,14,161,8,10,346,414,760
141610811,14,161,8,11,216,254,470
141610812,14,161,8,12,222,264,486
141610813,14,161,8,13,211,268,479
141610814,14,161,8,14,291,364,655
141610815,14,161,8,15,361,336,697
141610816,14,161,8,16,279,294,573
141610817,14,161,8,17,473,478,951
141610901,14,161,9,1,413,395,808
141610902,14,161,9,2,555,564,1119
141610903,14,161,9,3,440,448,888
141610904,14,161,9,4,413,399,812
141610905,14,161,9,5,418,384,802
141610906,14,161,9,6,547,566,1113
141610907,14,161,9,7,387,418,805
141610908,14,161,9,8,323,368,691
141610909,14,161,9,9,311,346,657
141610910,14,161,9,10,270,335,605
141610911,14,161,9,11,333,436,769
141610912,14,161,9,12,386,382,768
141610913,14,161,9,13,340,429,769
141610914,14,161,9,14,257,304,561
141610915,14,161,9,15,376,446,822
141610916,14,161,9,16,242,282,524
141610917,14,161,9,17,295,321,616
141610918,14,161,9,18,375,450,825
141610919,14,161,9,19,322,338,660
141610920,14,161,9,20,263,315,578
141610921,14,161,9,21,497,540,1037
141610922,14,161,9,22,507,541,1048
141610923,14,161,9,23,320,341,661
141611001,14,161,10,1,244,322,566
141611002,14,161,10,2,346,411,757
141611003,14,161,10,3,267,363,630
141611004,14,161,10,4,253,323,576
141611005,14,161,10,5,250,306,556
141611006,14,161,10,6,328,401,729
141611007,14,161,10,7,464,499,963
141611008,14,161,10,8,351,383,734
141611009,14,161,10,9,249,303,552
141611010,14,161,10,10,195,251,446
141611011,14,161,10,11,240,276,516
141611012,14,161,10,12,403,450,853
141611013,14,161,10,13,255,315,570
141611014,14,161,10,14,242,326,568
141611015,14,161,10,15,247,276,523
141611016,14,161,10,16,322,389,711
141611017,14,161,10,17,448,517,965
141611018,14,161,10,18,462,498,960
141611019,14,161,10,19,529,546,1075
141611020,14,161,10,20,374,376,750
141611021,14,161,10,21,418,405,823
141611101,14,161,11,1,636,632,1268
141611102,14,161,11,2,380,405,785
141611103,14,161,11,3,302,281,583
141611104,14,161,11,4,448,477,925
141611105,14,161,11,5,328,356,684
141611106,14,161,11,6,354,372,726
141611107,14,161,11,7,277,322,599
141611108,14,161,11,8,233,275,508
141611109,14,161,11,9,232,277,509
141611110,14,161,11,10,433,411,844
141611111,14,161,11,11,620,609,1229
141611112,14,161,11,12,442,469,911
141611113,14,161,11,13,323,372,695
141611114,14,161,11,14,373,388,761
141611115,14,161,11,15,378,371,749
141611116,14,161,11,16,575,552,1127
141611117,14,161,11,17,371,386,757
141680101,14,168,1,1,85,68,153
141680102,14,168,1,2,78,63,141
141680103,14,168,1,3,47,46,93
141680104,14,168,1,4,19,17,36
141680105,14,168,1,5,40,21,61
141680106,14,168,1,6,72,50,122
141680107,14,168,1,7,69,43,112
141680108,14,168,1,8,146,122,268
141680109,14,168,1,9,41,44,85
141680110,14,168,1,10,181,159,340
141680111,14,168,1,11,370,384,754
141680112,14,168,1,12,394,442,836
141680113,14,168,1,13,284,266,550
141680114,14,168,1,14,587,567,1154
141680201,14,168,2,1,106,66,172
141680202,14,168,2,2,141,150,291
141680203,14,168,2,3,59,43,102
141680204,14,168,2,4,267,254,521
141680205,14,168,2,5,233,285,518
141680206,14,168,2,6,264,295,559
141680207,14,168,2,7,440,473,913
141680208,14,168,2,8,460,488,948
141680209,14,168,2,9,390,419,809
141680210,14,168,2,10,322,349,671
141680211,14,168,2,11,439,462,901
141680212,14,168,2,12,474,453,927
141680213,14,168,2,13,363,371,734
141680214,14,168,2,14,342,368,710
141680301,14,168,3,1,41,37,78
141680302,14,168,3,2,101,100,201
141680303,14,168,3,3,160,139,299
141680304,14,168,3,4,92,67,159
141680305,14,168,3,5,117,112,229
141680306,14,168,3,6,44,36,80
141680307,14,168,3,7,94,81,175
141680308,14,168,3,8,33,29,62
141680309,14,168,3,9,78,76,154
141680310,14,168,3,10,91,68,159
141680311,14,168,3,11,650,638,1288
141680312,14,168,3,12,443,431,874
141680313,14,168,3,13,662,655,1317
141750101,14,175,1,1,68,49,117
141750102,14,175,1,2,45,29,74
141750103,14,175,1,3,84,79,163
141750104,14,175,1,4,42,29,71
141750105,14,175,1,5,83,65,148
141750106,14,175,1,6,47,39,86
141750107,14,175,1,7,112,89,201
141750108,14,175,1,8,67,49,116
141750109,14,175,1,9,81,54,135
141750110,14,175,1,10,392,390,782
141750111,14,175,1,11,343,319,662
141750112,14,175,1,12,164,153,317
141750113,14,175,1,13,328,367,695
141750114,14,175,1,14,380,399,779
141750201,14,175,2,1,231,194,425
141750202,14,175,2,2,246,211,457
141750203,14,175,2,3,98,68,166
141750204,14,175,2,4,117,85,202
141750205,14,175,2,5,62,47,109
141750206,14,175,2,6,114,93,207
141750207,14,175,2,7,69,52,121
141750208,14,175,2,8,128,91,219
141750209,14,175,2,9,247,202,449
141750210,14,175,2,10,116,86,202
141750211,14,175,2,11,104,89,193
141750212,14,175,2,12,398,395,793
141750213,14,175,2,13,393,453,846
141750214,14,175,2,14,388,422,810
141750215,14,175,2,15,386,392,778
141750216,14,175,2,16,281,276,557
141750217,14,175,2,17,335,353,688
141750218,14,175,2,18,546,558,1104
141750219,14,175,2,19,1,0,1
141820101,14,182,1,1,105,80,185
141820102,14,182,1,2,119,90,209
141820103,14,182,1,3,86,69,155
141820104,14,182,1,4,99,70,169
141820105,14,182,1,5,123,103,226
141820106,14,182,1,6,196,153,349
141820107,14,182,1,7,126,100,226
141820108,14,182,1,8,153,104,257
141820109,14,182,1,9,87,66,153
141820110,14,182,1,10,173,132,305
141820111,14,182,1,11,267,260,527
141820112,14,182,1,12,376,365,741
141820113,14,182,1,13,356,389,745
141820114,14,182,1,14,225,212,437
141820115,14,182,1,15,293,283,576
141820116,14,182,1,16,507,496,1003
141820117,14,182,1,17,365,336,701
141820118,14,182,1,18,354,369,723
141820119,14,182,1,19,349,418,767
141820120,14,182,1,20,447,479,926
141820121,14,182,1,21,276,313,589
141820201,14,182,2,1,136,103,239
141820202,14,182,2,2,225,193,418
141820203,14,182,2,3,191,141,332
141820204,14,182,2,4,62,52,114
141820205,14,182,2,5,57,47,104
141820206,14,182,2,6,417,399,816
141820207,14,182,2,7,387,426,813
141820208,14,182,2,8,298,282,580
141820209,14,182,2,9,430,430,860
141820210,14,182,2,10,385,433,818
141820211,14,182,2,11,441,416,857
141820212,14,182,2,12,282,250,532
141820213,14,182,2,13,530,513,1043
141820214,14,182,2,14,241,229,470
141820301,14,182,3,1,110,86,196
141820302,14,182,3,2,38,34,72
141820303,14,182,3,3,388,214,602
141820304,14,182,3,4,89,51,140
141820305,14,182,3,5,64,46,110
141820306,14,182,3,6,115,93,208
141820307,14,182,3,7,466,475,941
141820308,14,182,3,8,364,353,717
141820309,14,182,3,9,216,245,461
141820310,14,182,3,10,591,635,1226
141820401,14,182,4,1,69,58,127
141820402,14,182,4,2,207,175,382
141820403,14,182,4,3,132,137,269
141820404,14,182,4,4,57,45,102
141820405,14,182,4,5,59,46,105
141820406,14,182,4,6,107,85,192
141820407,14,182,4,7,73,57,130
141820408,14,182,4,8,209,175,384
141820409,14,182,4,9,358,356,714
141820410,14,182,4,10,343,362,705
141820411,14,182,4,11,465,463,928
141820412,14,182,4,12,366,380,746
141820413,14,182,4,13,504,496,1000
141820414,14,182,4,14,338,350,688
141820415,14,182,4,15,456,465,921
141820501,14,182,5,1,59,33,92
141820502,14,182,5,2,46,39,85
141820503,14,182,5,3,11,9,20
141820504,14,182,5,4,38,28,66
141820505,14,182,5,5,125,102,227
141820506,14,182,5,6,36,30,66
141820507,14,182,5,7,27,28,55
141820508,14,182,5,8,51,41,92
141820509,14,182,5,9,312,320,632
141820510,14,182,5,10,242,231,473
141820511,14,182,5,11,442,467,909
141820512,14,182,5,12,384,365,749
141820513,14,182,5,13,364,362,726
141820514,14,182,5,14,272,295,567
141820515,14,182,5,15,346,352,698
141820516,14,182,5,16,384,406,790
141820517,14,182,5,17,228,268,496
141820518,14,182,5,18,469,513,982
141820519,14,182,5,19,190,217,407
141820520,14,182,5,20,299,304,603
141820521,14,182,5,21,333,341,674
141820601,14,182,6,1,44,31,75
141820602,14,182,6,2,79,59,138
141820603,14,182,6,3,43,30,73
141820604,14,182,6,4,78,76,154
141820605,14,182,6,5,66,49,115
141820606,14,182,6,6,8,11,19
141820607,14,182,6,7,448,498,946
141820608,14,182,6,8,269,289,558
141820609,14,182,6,9,727,795,1522
141820610,14,182,6,10,381,392,773
141820611,14,182,6,11,258,282,540
141820612,14,182,6,12,511,514,1025
141820613,14,182,6,13,298,337,635
141820614,14,182,6,14,172,199,371
141820615,14,182,6,15,390,436,826
141820616,14,182,6,16,338,354,692
141820617,14,182,6,17,279,299,578
141820618,14,182,6,18,186,177,363
141820619,14,182,6,19,182,191,373
141820701,14,182,7,1,47,25,72
141820702,14,182,7,2,119,109,228
141820703,14,182,7,3,87,59,146
141820704,14,182,7,4,44,25,69
141820705,14,182,7,5,75,67,142
141820706,14,182,7,6,68,35,103
141820707,14,182,7,7,222,200,422
141820708,14,182,7,8,102,70,172
141820709,14,182,7,9,77,58,135
141820710,14,182,7,10,64,43,107
141820711,14,182,7,11,364,335,699
141820712,14,182,7,12,190,197,387
141820713,14,182,7,13,260,266,526
141820714,14,182,7,14,321,349,670
141820715,14,182,7,15,465,480,945
141820716,14,182,7,16,359,350,709
141820801,14,182,8,1,398,390,788
141820802,14,182,8,2,372,436,808
141820803,14,182,8,3,470,480,950
141820804,14,182,8,4,311,330,641
141820805,14,182,8,5,443,518,961
141820806,14,182,8,6,531,533,1064
141820807,14,182,8,7,265,331,596
141820808,14,182,8,8,225,230,455
141820809,14,182,8,9,402,480,882
141820810,14,182,8,10,378,470,848
141820811,14,182,8,11,242,325,567
141820812,14,182,8,12,137,168,305
141820901,14,182,9,1,454,476,930
141820902,14,182,9,2,612,623,1235
141820903,14,182,9,3,560,531,1091
141820904,14,182,9,4,351,370,721
141820905,14,182,9,5,400,392,792
141820906,14,182,9,6,290,354,644
141820907,14,182,9,7,346,355,701
141820908,14,182,9,8,629,628,1257
141820909,14,182,9,9,537,527,1064
141820910,14,182,9,10,477,551,1028
141820911,14,182,9,11,312,402,714
141821001,14,182,10,1,259,332,591
141821002,14,182,10,2,399,411,810
141821003,14,182,10,3,298,306,604
141821004,14,182,10,4,504,513,1017
141821005,14,182,10,5,323,285,608
141821006,14,182,10,6,362,336,698
141821007,14,182,10,7,334,411,745
141821008,14,182,10,8,210,264,474
141821009,14,182,10,9,378,432,810
141821010,14,182,10,10,541,570,1111
141821101,14,182,11,1,200,226,426
141821102,14,182,11,2,269,329,598
141821103,14,182,11,3,214,234,448
141821104,14,182,11,4,235,311,546
141821105,14,182,11,5,204,252,456
141821106,14,182,11,6,437,422,859
141821107,14,182,11,7,262,307,569
141821108,14,182,11,8,441,429,870
141821109,14,182,11,9,775,725,1500
141821110,14,182,11,10,496,557,1053
141821201,14,182,12,1,342,370,712
141821202,14,182,12,2,237,242,479
141821203,14,182,12,3,357,399,756
141821204,14,182,12,4,542,587,1129
141821205,14,182,12,5,344,353,697
141821206,14,182,12,6,594,545,1139
141821207,14,182,12,7,380,400,780
141821208,14,182,12,8,286,339,625
141821209,14,182,12,9,329,312,641
141821210,14,182,12,10,315,337,652
141821211,14,182,12,11,444,445,889
141821301,14,182,13,1,467,482,949
141821302,14,182,13,2,451,493,944
141821303,14,182,13,3,280,345,625
141821304,14,182,13,4,389,423,812
141821305,14,182,13,5,258,289,547
141821306,14,182,13,6,349,373,722
141821307,14,182,13,7,445,506,951
141821308,14,182,13,8,229,225,454
141821309,14,182,13,9,222,240,462
141821310,14,182,13,10,242,249,491
141821311,14,182,13,11,417,417,834
141821312,14,182,13,12,420,434,854
